id,name,location,price,rate,types,amenities,imp,ids
1596,De Bell Golf Club,Jerusalem,3994.0,5,"id: 16, type_name: Country Club","id: 2, amenities_name: Outdoor Function Area, id: 101, amenities_name: Beautiful fireplace, elegant furnishings, separate ladies and gentlemen rooms, cloakroom. Open, light and airy spaces. Lots of outdoor room. Church across the street., id: 245, amenities_name: Reception hall and studio, id: 273, amenities_name: 1 Sports Bar, id: 520, amenities_name: Complimentary wifi, id: 690, amenities_name: Reception Room","De Bell Golf Club Jerusalem 3994.0 5 id: 16, type_name: Country Club id: 2, amenities_name: Outdoor Function Area, id: 101, amenities_name: Beautiful fireplace, elegant furnishings, separate ladies and gentlemen rooms, cloakroom. Open, light and airy spaces. Lots of outdoor room. Church across the street., id: 245, amenities_name: Reception hall and studio, id: 273, amenities_name: 1 Sports Bar, id: 520, amenities_name: Complimentary wifi, id: 690, amenities_name: Reception Room",1595
1597,Upper Las Virgenes Ranch,Qalquilia,1702.0,2,"id: 19, type_name: Barn","id: 197, amenities_name: Smoking inside is allowed., id: 242, amenities_name: Theatre Room with Stage, StateoftheArt Sound and Lights, Full Bar, Seating Capacity 150, Standing 300. Catering. Live Music or DJ, Balcony Rooms Upstairs, id: 244, amenities_name: Power Supply, id: 455, amenities_name: Tailored PrixFixed meals. Handmade bar, woodfired oven imported from Spain. Live Entertainment flamenco shows, DJ, bands, chef table, winetastings, and Iberico ham tastings. Large screen for presentations, projector, mic, A, id: 531, amenities_name: Year Renovated:1990, id: 601, amenities_name: We offer valet parking only at the hotel. Event valet is $20 plus tax, overnight valet is $39 plus tax. There is also a city parking garage located directly across the street where guests are welcome to self park. Their rates vary between $9$11 per day.","Upper Las Virgenes Ranch Qalquilia 1702.0 2 id: 19, type_name: Barn id: 197, amenities_name: Smoking inside is allowed., id: 242, amenities_name: Theatre Room with Stage, StateoftheArt Sound and Lights, Full Bar, Seating Capacity 150, Standing 300. Catering. Live Music or DJ, Balcony Rooms Upstairs, id: 244, amenities_name: Power Supply, id: 455, amenities_name: Tailored PrixFixed meals. Handmade bar, woodfired oven imported from Spain. Live Entertainment flamenco shows, DJ, bands, chef table, winetastings, and Iberico ham tastings. Large screen for presentations, projector, mic, A, id: 531, amenities_name: Year Renovated:1990, id: 601, amenities_name: We offer valet parking only at the hotel. Event valet is $20 plus tax, overnight valet is $39 plus tax. There is also a city parking garage located directly across the street where guests are welcome to self park. Their rates vary between $9$11 per day.",1596
1598,Typically Responds within 24 hours,Salfit,4564.0,5,"id: 16, type_name: Country Club","id: 158, amenities_name: Outdoor ceremony site, id: 271, amenities_name: Exclusively yours one event at the time!, id: 475, amenities_name: Atrium overlooking Copley Square, id: 503, amenities_name: lounge area & patios with a large outdoor space, id: 584, amenities_name: Patio, id: 610, amenities_name: Ballroom for hosting an indoor reception","Typically Responds within 24 hours Salfit 4564.0 5 id: 16, type_name: Country Club id: 158, amenities_name: Outdoor ceremony site, id: 271, amenities_name: Exclusively yours one event at the time!, id: 475, amenities_name: Atrium overlooking Copley Square, id: 503, amenities_name: lounge area & patios with a large outdoor space, id: 584, amenities_name: Patio, id: 610, amenities_name: Ballroom for hosting an indoor reception",1597
1599,Smoke House,Salfit,1981.0,2,"id: 3, type_name: Restaurant","id: 142, amenities_name: 5,000 sf climate controlled main reception hall, id: 240, amenities_name: Modular Gallery Walls, id: 404, amenities_name: We have a working winery & outdoor patio that feels like you are in a lush setting while being in the middle of the city! The cafe lights, umbrellas, flowers, and ability to move tables, makes us a safe & interesting space., id: 408, amenities_name: Historical landmark. Interior of space is modeled after a Moorish castle. Features built in stage. Experienced, inhouse production team. Parking., id: 461, amenities_name: Stage with state of the art sound and lighting equipment. Opportunity for mic presentations as well as slide shows., id: 673, amenities_name: Bridal Salon with beauty bar","Smoke House Salfit 1981.0 2 id: 3, type_name: Restaurant id: 142, amenities_name: 5,000 sf climate controlled main reception hall, id: 240, amenities_name: Modular Gallery Walls, id: 404, amenities_name: We have a working winery & outdoor patio that feels like you are in a lush setting while being in the middle of the city! The cafe lights, umbrellas, flowers, and ability to move tables, makes us a safe & interesting space., id: 408, amenities_name: Historical landmark. Interior of space is modeled after a Moorish castle. Features built in stage. Experienced, inhouse production team. Parking., id: 461, amenities_name: Stage with state of the art sound and lighting equipment. Opportunity for mic presentations as well as slide shows., id: 673, amenities_name: Bridal Salon with beauty bar",1598
1600,Venus Banquet Hall,Nablus,4054.0,3,"id: 5, type_name: Ballroom","id: 31, amenities_name: VIP Bottle Service in our Raised VIP Seating Areas overlooking the stage and dance floor. SemiPrivate and Private Parties available., id: 230, amenities_name: 4000 sq feet 2nd floor, id: 261, amenities_name: Offers Complimentary wireless Internet Access, Complimentary Breakfast, Heated outdoor pool, and Convenient freeway access., id: 517, amenities_name: Cut Foil is open to the public 5 days a week starting at 5 pm. Our venue is available for private events at any time, with applicable minimums., id: 569, amenities_name: Lots of natural life., id: 604, amenities_name: 2 indoor meeting spaces with beach and marina views. All spaces feature natural light. 2000 square foot restaurant patio overlooking beach and marina available for restaurant buyout. 1 340 sq ft boardroom featuring 8 executive chairs and 72 monitor","Venus Banquet Hall Nablus 4054.0 3 id: 5, type_name: Ballroom id: 31, amenities_name: VIP Bottle Service in our Raised VIP Seating Areas overlooking the stage and dance floor. SemiPrivate and Private Parties available., id: 230, amenities_name: 4000 sq feet 2nd floor, id: 261, amenities_name: Offers Complimentary wireless Internet Access, Complimentary Breakfast, Heated outdoor pool, and Convenient freeway access., id: 517, amenities_name: Cut Foil is open to the public 5 days a week starting at 5 pm. Our venue is available for private events at any time, with applicable minimums., id: 569, amenities_name: Lots of natural life., id: 604, amenities_name: 2 indoor meeting spaces with beach and marina views. All spaces feature natural light. 2000 square foot restaurant patio overlooking beach and marina available for restaurant buyout. 1 340 sq ft boardroom featuring 8 executive chairs and 72 monitor",1599
1601,Andaz West Hollywood,Qalquilia,150.0,2,"id: 7, type_name: Hotel","id: 45, amenities_name: Multiple Skylights. Private. Ground floor entry. Make up table. Steamer. Clothing racks. Furnished. Other amenities available. Please inquire, id: 104, amenities_name: Brand new marble top tables with clear acrylic chairs., id: 280, amenities_name: Secret Garden club lounge area, id: 377, amenities_name: RGB Lighting, id: 595, amenities_name: 2 newly remodeled bathrooms, id: 654, amenities_name: We offer amazing views of Lake Quannapowitt. Our function rooms feature large windows that display the lake that is only steps away. We cater to any and all events! We are conveniently located off of Route 95, have ample free parking and hotel rooms.","Andaz West Hollywood Qalquilia 150.0 2 id: 7, type_name: Hotel id: 45, amenities_name: Multiple Skylights. Private. Ground floor entry. Make up table. Steamer. Clothing racks. Furnished. Other amenities available. Please inquire, id: 104, amenities_name: Brand new marble top tables with clear acrylic chairs., id: 280, amenities_name: Secret Garden club lounge area, id: 377, amenities_name: RGB Lighting, id: 595, amenities_name: 2 newly remodeled bathrooms, id: 654, amenities_name: We offer amazing views of Lake Quannapowitt. Our function rooms feature large windows that display the lake that is only steps away. We cater to any and all events! We are conveniently located off of Route 95, have ample free parking and hotel rooms.",1600
1602,Typically Responds within 24 hours,Nablus,49.0,3,"id: 1, type_name: Banquet","id: 39, amenities_name: 2 & 4 Person Air Hockey Table, id: 61, amenities_name: historic, iconic, largest proscenium in North America, id: 180, amenities_name: Apple TV, id: 197, amenities_name: Smoking inside is allowed., id: 353, amenities_name: Kitchen area with oven and stove top, refrigerator, freezer, and ice machine., id: 629, amenities_name: Special food and drink packages available","Typically Responds within 24 hours Nablus 49.0 3 id: 1, type_name: Banquet id: 39, amenities_name: 2 & 4 Person Air Hockey Table, id: 61, amenities_name: historic, iconic, largest proscenium in North America, id: 180, amenities_name: Apple TV, id: 197, amenities_name: Smoking inside is allowed., id: 353, amenities_name: Kitchen area with oven and stove top, refrigerator, freezer, and ice machine., id: 629, amenities_name: Special food and drink packages available",1601
1603,Typically Responds within 24 hours,Jenin,5000.0,3,"id: 6, type_name: Estate","id: 26, amenities_name: Private Tours and Private Events Available, id: 45, amenities_name: Multiple Skylights. Private. Ground floor entry. Make up table. Steamer. Clothing racks. Furnished. Other amenities available. Please inquire, id: 203, amenities_name: Two full bars, Giant booth seating, dining room has plasmas surrounding it 360 degrees., id: 428, amenities_name: Private dining room, patio and club house are available!, id: 565, amenities_name: Red Carpet + Step and Repeat., id: 702, amenities_name: Smores Roasting Station","Typically Responds within 24 hours Jenin 5000.0 3 id: 6, type_name: Estate id: 26, amenities_name: Private Tours and Private Events Available, id: 45, amenities_name: Multiple Skylights. Private. Ground floor entry. Make up table. Steamer. Clothing racks. Furnished. Other amenities available. Please inquire, id: 203, amenities_name: Two full bars, Giant booth seating, dining room has plasmas surrounding it 360 degrees., id: 428, amenities_name: Private dining room, patio and club house are available!, id: 565, amenities_name: Red Carpet + Step and Repeat., id: 702, amenities_name: Smores Roasting Station",1602
1604,Luxe Hotel Sunset Boulevard,Ramallah,1641.0,3,"id: 7, type_name: Hotel","id: 270, amenities_name: 1 count 24 glass table, id: 279, amenities_name: 10,000 sq. ft. in Outdoor Space, id: 289, amenities_name: Visual and Video Conferencing equipment., id: 351, amenities_name: Although we are a private club we are open to the public for events including weddings, corporate events, board meetings and golf outings., id: 499, amenities_name: New and Modern Kems Restaurant and Bar is located in our beautiful Lobby at the Holiday Inn North Hill Country., id: 575, amenities_name: Specialized Company Drinks","Luxe Hotel Sunset Boulevard Ramallah 1641.0 3 id: 7, type_name: Hotel id: 270, amenities_name: 1 count 24 glass table, id: 279, amenities_name: 10,000 sq. ft. in Outdoor Space, id: 289, amenities_name: Visual and Video Conferencing equipment., id: 351, amenities_name: Although we are a private club we are open to the public for events including weddings, corporate events, board meetings and golf outings., id: 499, amenities_name: New and Modern Kems Restaurant and Bar is located in our beautiful Lobby at the Holiday Inn North Hill Country., id: 575, amenities_name: Specialized Company Drinks",1603
1605,Hollywood Post 43 of the American Legion,Nablus,1500.0,1,"id: 8, type_name: Conference","id: 114, amenities_name: A fully equipped kitchen, id: 284, amenities_name: Pool, darts, ping pong, shuffleboard, firepits, 3 patios, id: 304, amenities_name: Early Holiday Booking starting September 3rd October 15th;, id: 400, amenities_name: 5,000 square foot rooftop garden., id: 447, amenities_name: Outdoor Event Lawn | Event Space is adjacent to hotel, perfect for private event., id: 709, amenities_name: Game Viewing","Hollywood Post 43 of the American Legion Nablus 1500.0 1 id: 8, type_name: Conference id: 114, amenities_name: A fully equipped kitchen, id: 284, amenities_name: Pool, darts, ping pong, shuffleboard, firepits, 3 patios, id: 304, amenities_name: Early Holiday Booking starting September 3rd October 15th;, id: 400, amenities_name: 5,000 square foot rooftop garden., id: 447, amenities_name: Outdoor Event Lawn | Event Space is adjacent to hotel, perfect for private event., id: 709, amenities_name: Game Viewing",1604
1606,Typically Responds within 24 hours,Qalquilia,3.0,1,"id: 7, type_name: Hotel","id: 64, amenities_name: Stylish Wedding Chapel, id: 117, amenities_name: Intimate cafe, id: 309, amenities_name: We are listed on the National Registry of Historic Places with six different event spaces plus onsite hotel accommodations., id: 430, amenities_name: New Chandeliers installed 2020., id: 456, amenities_name: Dedicated entrance, id: 710, amenities_name: Private Parking Lot","Typically Responds within 24 hours Qalquilia 3.0 1 id: 7, type_name: Hotel id: 64, amenities_name: Stylish Wedding Chapel, id: 117, amenities_name: Intimate cafe, id: 309, amenities_name: We are listed on the National Registry of Historic Places with six different event spaces plus onsite hotel accommodations., id: 430, amenities_name: New Chandeliers installed 2020., id: 456, amenities_name: Dedicated entrance, id: 710, amenities_name: Private Parking Lot",1605
1607,Hollywood Roosevelt Hotel,Nablus,112.0,3,"id: 7, type_name: Hotel","id: 60, amenities_name: Large Mirror, id: 101, amenities_name: Beautiful fireplace, elegant furnishings, separate ladies and gentlemen rooms, cloakroom. Open, light and airy spaces. Lots of outdoor room. Church across the street., id: 173, amenities_name: Intimate venue space. Modern chandeliers creating an unforgettable event space., id: 209, amenities_name: IMMERSIVE EXPERIENCE, id: 427, amenities_name: Kitchen, id: 695, amenities_name: Bridal Attendant","Hollywood Roosevelt Hotel Nablus 112.0 3 id: 7, type_name: Hotel id: 60, amenities_name: Large Mirror, id: 101, amenities_name: Beautiful fireplace, elegant furnishings, separate ladies and gentlemen rooms, cloakroom. Open, light and airy spaces. Lots of outdoor room. Church across the street., id: 173, amenities_name: Intimate venue space. Modern chandeliers creating an unforgettable event space., id: 209, amenities_name: IMMERSIVE EXPERIENCE, id: 427, amenities_name: Kitchen, id: 695, amenities_name: Bridal Attendant",1606
1608,Maggiano's Little Italy Los Angeles,Jerusalem,1995.0,1,"id: 3, type_name: Restaurant","id: 7, amenities_name: Outdoor Pool, id: 299, amenities_name: We proudly offer incredible service, world class Brazilian cuisine, and the best meeting and event spaces in the industry. From our spacious private rooms to our stunning outdoor spaces and lively bars we can accommodate groups of all sizes and needs., id: 328, amenities_name: DJ available, id: 548, amenities_name: 40,000 sq. ft. indoor, id: 629, amenities_name: Special food and drink packages available, id: 643, amenities_name: Ample Free Parking!","Maggiano's Little Italy Los Angeles Jerusalem 1995.0 1 id: 3, type_name: Restaurant id: 7, amenities_name: Outdoor Pool, id: 299, amenities_name: We proudly offer incredible service, world class Brazilian cuisine, and the best meeting and event spaces in the industry. From our spacious private rooms to our stunning outdoor spaces and lively bars we can accommodate groups of all sizes and needs., id: 328, amenities_name: DJ available, id: 548, amenities_name: 40,000 sq. ft. indoor, id: 629, amenities_name: Special food and drink packages available, id: 643, amenities_name: Ample Free Parking!",1607
1609,Le Parc Suite Hotel,Jerusalem,22.0,4,"id: 7, type_name: Hotel","id: 99, amenities_name: Exclusive use of all three floors of the Childrens Museum, id: 201, amenities_name: History lines the walls of this celebrity hangout. In addition to the main dining room, the upstairs features a private dining space for family events and a chic lounge perfect for cocktail hours., id: 320, amenities_name: Equipment: 60 chairs; 7 cocktail tables; AV, speaker’s podium with microphone, large screen, id: 479, amenities_name: We also offer the ff services at a discounted cost: balloon decors, id: 612, amenities_name: balcony, to stateoftheart arcade room, indoor museumtype garage spaces for highend events or simply photoshoots., id: 629, amenities_name: Special food and drink packages available","Le Parc Suite Hotel Jerusalem 22.0 4 id: 7, type_name: Hotel id: 99, amenities_name: Exclusive use of all three floors of the Childrens Museum, id: 201, amenities_name: History lines the walls of this celebrity hangout. In addition to the main dining room, the upstairs features a private dining space for family events and a chic lounge perfect for cocktail hours., id: 320, amenities_name: Equipment: 60 chairs; 7 cocktail tables; AV, speaker’s podium with microphone, large screen, id: 479, amenities_name: We also offer the ff services at a discounted cost: balloon decors, id: 612, amenities_name: balcony, to stateoftheart arcade room, indoor museumtype garage spaces for highend events or simply photoshoots., id: 629, amenities_name: Special food and drink packages available",1608
1610,WICK Studios,Nablus,1250.0,5,"id: 4, type_name: Studio","id: 260, amenities_name: zero waste & ecofriendly, id: 321, amenities_name: Originally operates as a contemporary gallery, and this special feature surrounded by the artworks by the contemporary masters, will make any event special and memorable., id: 349, amenities_name: We also offer event planning for events with a language, id: 418, amenities_name: culture theme: Italian, French, Latin, Asian, etc., id: 627, amenities_name: dance, 180 guests dinner, no dance floor or up to 250 guests for a reception style event., id: 632, amenities_name: Air conditioned","WICK Studios Nablus 1250.0 5 id: 4, type_name: Studio id: 260, amenities_name: zero waste & ecofriendly, id: 321, amenities_name: Originally operates as a contemporary gallery, and this special feature surrounded by the artworks by the contemporary masters, will make any event special and memorable., id: 349, amenities_name: We also offer event planning for events with a language, id: 418, amenities_name: culture theme: Italian, French, Latin, Asian, etc., id: 627, amenities_name: dance, 180 guests dinner, no dance floor or up to 250 guests for a reception style event., id: 632, amenities_name: Air conditioned",1609
1611,Courtyard Thousand Oaks Agoura Hills,Nablus,300.0,2,"id: 7, type_name: Hotel","id: 15, amenities_name: x2 Cyclorama Walls, id: 57, amenities_name: We have a delicious restaurant in our shopping center that will bring togo food to our studio. They also have a full catering service if preferred., id: 82, amenities_name: Live band Stage, id: 139, amenities_name: 5 farmwood tables, id: 287, amenities_name: Lots of outdoor spaces, main event barn hosts 130, adjacent patio hosts an additional 75, guest cottage can accommodate intimate dinners for 35 plus additional patio spaces., id: 620, amenities_name: Food and Beverage: Chef Brad Kilgore was recently honored as he was named Best New Chef in America by Food & Wine in Magazine.","Courtyard Thousand Oaks Agoura Hills Nablus 300.0 2 id: 7, type_name: Hotel id: 15, amenities_name: x2 Cyclorama Walls, id: 57, amenities_name: We have a delicious restaurant in our shopping center that will bring togo food to our studio. They also have a full catering service if preferred., id: 82, amenities_name: Live band Stage, id: 139, amenities_name: 5 farmwood tables, id: 287, amenities_name: Lots of outdoor spaces, main event barn hosts 130, adjacent patio hosts an additional 75, guest cottage can accommodate intimate dinners for 35 plus additional patio spaces., id: 620, amenities_name: Food and Beverage: Chef Brad Kilgore was recently honored as he was named Best New Chef in America by Food & Wine in Magazine.",1610
1612,The London West Hollywood,Jericho,2500.0,2,"id: 7, type_name: Hotel","id: 131, amenities_name: Sweeping lawns for picnicking, lawn sports and tent setup. Lawn games like Bocce, Croquet, Bags, Badminton, and Horseshoes included. Rustic barn with indoor space for cocktails, meetings, movies, dancing and more. Landscaped grounds surrounded by woods., id: 222, amenities_name: FREE MASSAGE FOR THE BRIDE & HER MOM or for the couple! the week of the wedding!, id: 463, amenities_name: Full Media Stage, id: 569, amenities_name: Lots of natural life., id: 611, amenities_name: 20 Minutes From Medical Center, id: 693, amenities_name: storage","The London West Hollywood Jericho 2500.0 2 id: 7, type_name: Hotel id: 131, amenities_name: Sweeping lawns for picnicking, lawn sports and tent setup. Lawn games like Bocce, Croquet, Bags, Badminton, and Horseshoes included. Rustic barn with indoor space for cocktails, meetings, movies, dancing and more. Landscaped grounds surrounded by woods., id: 222, amenities_name: FREE MASSAGE FOR THE BRIDE & HER MOM or for the couple! the week of the wedding!, id: 463, amenities_name: Full Media Stage, id: 569, amenities_name: Lots of natural life., id: 611, amenities_name: 20 Minutes From Medical Center, id: 693, amenities_name: storage",1611
1613,Typically Responds within 24 hours,Ramallah,7000.0,4,"id: 6, type_name: Estate","id: 147, amenities_name: Cocktail Pavilion, id: 157, amenities_name: Fully equipped commercial kitchen, id: 291, amenities_name: Passage ways to get from Green Rooms to event spaces privately., id: 317, amenities_name: It has an outdoor garden as well!, id: 366, amenities_name: This space is characterized by its massive freight elevator and its classic industrial architecture details that define this beloved neighborhood. Boasting 15+ ft ceilings, four floors, and a rooftop with view., id: 390, amenities_name: Outside Catering allowed however because of Health & Insurance Regulations you will not have access to our kitchen facilities","Typically Responds within 24 hours Ramallah 7000.0 4 id: 6, type_name: Estate id: 147, amenities_name: Cocktail Pavilion, id: 157, amenities_name: Fully equipped commercial kitchen, id: 291, amenities_name: Passage ways to get from Green Rooms to event spaces privately., id: 317, amenities_name: It has an outdoor garden as well!, id: 366, amenities_name: This space is characterized by its massive freight elevator and its classic industrial architecture details that define this beloved neighborhood. Boasting 15+ ft ceilings, four floors, and a rooftop with view., id: 390, amenities_name: Outside Catering allowed however because of Health & Insurance Regulations you will not have access to our kitchen facilities",1612
1614,The Dudes' Brewing Co. Hollywood,Hebron,4000.0,1,"id: 3, type_name: Restaurant","id: 266, amenities_name: Air conditioned, sound and lighting system, AV support., id: 272, amenities_name: 1 Restaurant, id: 296, amenities_name: Blackout capabilities., id: 306, amenities_name: EN Japanese Brasserie offers a variety of options for large parties, including hors doeuvres, seated dinner, open bar and sake tasting packages. We offer six different private dining rooms that can be broken down in various combinations., id: 444, amenities_name: Call cafe style area for food, id: 467, amenities_name: No Pets, except service animals","The Dudes' Brewing Co. Hollywood Hebron 4000.0 1 id: 3, type_name: Restaurant id: 266, amenities_name: Air conditioned, sound and lighting system, AV support., id: 272, amenities_name: 1 Restaurant, id: 296, amenities_name: Blackout capabilities., id: 306, amenities_name: EN Japanese Brasserie offers a variety of options for large parties, including hors doeuvres, seated dinner, open bar and sake tasting packages. We offer six different private dining rooms that can be broken down in various combinations., id: 444, amenities_name: Call cafe style area for food, id: 467, amenities_name: No Pets, except service animals",1613
1615,Typically Responds within 24 hours,Hebron,2000.0,5,"id: 5, type_name: Ballroom","id: 159, amenities_name: Private & Semi Private Bowling, id: 246, amenities_name: Your staying needs solved Hotel next door share the fence., id: 300, amenities_name: 6,000 square foot rooftop terrace overlooking Hollywood Blvd., id: 378, amenities_name: Complimentary Breakfast each morning, id: 476, amenities_name: Frederic Tudor The Ice King New England style mansion, id: 511, amenities_name: Incredible Dance floor, State of the art lights and sound system, lounges, worldclass bartenders and bar","Typically Responds within 24 hours Hebron 2000.0 5 id: 5, type_name: Ballroom id: 159, amenities_name: Private & Semi Private Bowling, id: 246, amenities_name: Your staying needs solved Hotel next door share the fence., id: 300, amenities_name: 6,000 square foot rooftop terrace overlooking Hollywood Blvd., id: 378, amenities_name: Complimentary Breakfast each morning, id: 476, amenities_name: Frederic Tudor The Ice King New England style mansion, id: 511, amenities_name: Incredible Dance floor, State of the art lights and sound system, lounges, worldclass bartenders and bar",1614
1616,Typically Responds within 24 hours,Ramallah,87550.0,2,"id: 1, type_name: Banquet","id: 112, amenities_name: live music., id: 157, amenities_name: Fully equipped commercial kitchen, id: 563, amenities_name: Full Restaurant, id: 605, amenities_name: 4K Audio, id: 612, amenities_name: balcony, to stateoftheart arcade room, indoor museumtype garage spaces for highend events or simply photoshoots., id: 650, amenities_name: Pool with poolside bar","Typically Responds within 24 hours Ramallah 87550.0 2 id: 1, type_name: Banquet id: 112, amenities_name: live music., id: 157, amenities_name: Fully equipped commercial kitchen, id: 563, amenities_name: Full Restaurant, id: 605, amenities_name: 4K Audio, id: 612, amenities_name: balcony, to stateoftheart arcade room, indoor museumtype garage spaces for highend events or simply photoshoots., id: 650, amenities_name: Pool with poolside bar",1615
1617,Rally Point Inn & Pub,Jerusalem,200.0,5,"id: 2, type_name: Concert","id: 10, amenities_name: Indoor Pool, id: 396, amenities_name: Flexible to work with you. Your satisfaction is our priority., id: 417, amenities_name: Within the City of Charlottesville, the North American Sake Brewery & Restaurant features the absolute best indoor and outdoor experience you can imagine. A welcome and friendly staff is there for your every accommodation. This place is not to be missed!, id: 569, amenities_name: Lots of natural life., id: 676, amenities_name: Led light, id: 687, amenities_name: HalfBasketball Court","Rally Point Inn & Pub Jerusalem 200.0 5 id: 2, type_name: Concert id: 10, amenities_name: Indoor Pool, id: 396, amenities_name: Flexible to work with you. Your satisfaction is our priority., id: 417, amenities_name: Within the City of Charlottesville, the North American Sake Brewery & Restaurant features the absolute best indoor and outdoor experience you can imagine. A welcome and friendly staff is there for your every accommodation. This place is not to be missed!, id: 569, amenities_name: Lots of natural life., id: 676, amenities_name: Led light, id: 687, amenities_name: HalfBasketball Court",1616
1618,Typically Responds within 24 hours,Qalquilia,4129.0,3,"id: 16, type_name: Country Club","id: 64, amenities_name: Stylish Wedding Chapel, id: 356, amenities_name: Breakout Rooms, id: 455, amenities_name: Tailored PrixFixed meals. Handmade bar, woodfired oven imported from Spain. Live Entertainment flamenco shows, DJ, bands, chef table, winetastings, and Iberico ham tastings. Large screen for presentations, projector, mic, A, id: 494, amenities_name: Custom Grass Wall, id: 543, amenities_name: Enjoy spectacular panoramic views of the Chicago skyline from The Kennedy Rooftop Lounge while enjoying local craft cocktails, beer and eats., id: 597, amenities_name: Outdoor and Indoor Wedding Events.","Typically Responds within 24 hours Qalquilia 4129.0 3 id: 16, type_name: Country Club id: 64, amenities_name: Stylish Wedding Chapel, id: 356, amenities_name: Breakout Rooms, id: 455, amenities_name: Tailored PrixFixed meals. Handmade bar, woodfired oven imported from Spain. Live Entertainment flamenco shows, DJ, bands, chef table, winetastings, and Iberico ham tastings. Large screen for presentations, projector, mic, A, id: 494, amenities_name: Custom Grass Wall, id: 543, amenities_name: Enjoy spectacular panoramic views of the Chicago skyline from The Kennedy Rooftop Lounge while enjoying local craft cocktails, beer and eats., id: 597, amenities_name: Outdoor and Indoor Wedding Events.",1617
1619,Typically Responds within 24 hours,Hebron,1950.0,5,"id: 5, type_name: Ballroom","id: 10, amenities_name: Indoor Pool, id: 59, amenities_name: Modern Bar and Floors through out. Modern style chandeliers & sconces. With clean monochromatic canvas walls to make your vision come alive., id: 99, amenities_name: Exclusive use of all three floors of the Childrens Museum, id: 395, amenities_name: No Weapons allowed, id: 595, amenities_name: 2 newly remodeled bathrooms, id: 599, amenities_name: 3 Ceremony sites, 2 Reception halls with their own unique style, 4 Private Suites, Waterfall Backdrops","Typically Responds within 24 hours Hebron 1950.0 5 id: 5, type_name: Ballroom id: 10, amenities_name: Indoor Pool, id: 59, amenities_name: Modern Bar and Floors through out. Modern style chandeliers & sconces. With clean monochromatic canvas walls to make your vision come alive., id: 99, amenities_name: Exclusive use of all three floors of the Childrens Museum, id: 395, amenities_name: No Weapons allowed, id: 595, amenities_name: 2 newly remodeled bathrooms, id: 599, amenities_name: 3 Ceremony sites, 2 Reception halls with their own unique style, 4 Private Suites, Waterfall Backdrops",1618
1620,City Cruises Chicago,Jenin,2000.0,3,"id: 14, type_name: Boat","id: 217, amenities_name: Club level Sound System, id: 299, amenities_name: We proudly offer incredible service, world class Brazilian cuisine, and the best meeting and event spaces in the industry. From our spacious private rooms to our stunning outdoor spaces and lively bars we can accommodate groups of all sizes and needs., id: 312, amenities_name: Business Center, id: 318, amenities_name: Security, id: 332, amenities_name: Comfortable Window Benches, id: 685, amenities_name: Sound System","City Cruises Chicago Jenin 2000.0 3 id: 14, type_name: Boat id: 217, amenities_name: Club level Sound System, id: 299, amenities_name: We proudly offer incredible service, world class Brazilian cuisine, and the best meeting and event spaces in the industry. From our spacious private rooms to our stunning outdoor spaces and lively bars we can accommodate groups of all sizes and needs., id: 312, amenities_name: Business Center, id: 318, amenities_name: Security, id: 332, amenities_name: Comfortable Window Benches, id: 685, amenities_name: Sound System",1619
1621,Typically Responds within 24 hours,Jenin,150.0,2,"id: 11, type_name: School","id: 135, amenities_name: Professional Sound System & Stage, Commercial Warming Kitchen, id: 501, amenities_name: Riverwalk Terrace that overlooks the beautiful San Antonio Riverwalk., id: 517, amenities_name: Cut Foil is open to the public 5 days a week starting at 5 pm. Our venue is available for private events at any time, with applicable minimums., id: 564, amenities_name: Conference Room, id: 582, amenities_name: Banquet room with large commercial kitchen., id: 672, amenities_name: Wingshooting","Typically Responds within 24 hours Jenin 150.0 2 id: 11, type_name: School id: 135, amenities_name: Professional Sound System & Stage, Commercial Warming Kitchen, id: 501, amenities_name: Riverwalk Terrace that overlooks the beautiful San Antonio Riverwalk., id: 517, amenities_name: Cut Foil is open to the public 5 days a week starting at 5 pm. Our venue is available for private events at any time, with applicable minimums., id: 564, amenities_name: Conference Room, id: 582, amenities_name: Banquet room with large commercial kitchen., id: 672, amenities_name: Wingshooting",1620
1622,Typically Responds within 24 hours,Ramallah,27.0,1,"id: 1, type_name: Banquet","id: 42, amenities_name: A speakeasy style event venue, A Bilevel venue with, id: 103, amenities_name: V set up for workshops, musical performances or worship services., id: 151, amenities_name: Customized Art Curation, id: 159, amenities_name: Private & Semi Private Bowling, id: 503, amenities_name: lounge area & patios with a large outdoor space, id: 583, amenities_name: Outdoor Courtyard seating 150","Typically Responds within 24 hours Ramallah 27.0 1 id: 1, type_name: Banquet id: 42, amenities_name: A speakeasy style event venue, A Bilevel venue with, id: 103, amenities_name: V set up for workshops, musical performances or worship services., id: 151, amenities_name: Customized Art Curation, id: 159, amenities_name: Private & Semi Private Bowling, id: 503, amenities_name: lounge area & patios with a large outdoor space, id: 583, amenities_name: Outdoor Courtyard seating 150",1621
